id,entity_type,entity_id,source_name,source_record_id,field,observed_value,observed_language,observed_at,raw_hash,notes
obs_000475,series,series_000012,metatube-bulk,,name_ja,有名コスプレイヤー月に一度の危険日中出しオフ会,ja,2026-09-05T03:30:31.727Z,,
obs_000476,work,work_000029,metatube-bulk,JavBus:WANZ-400,title,有名コスプレイヤー月に一度の危険日中出しオフ会 あいみ,,2026-09-05T03:30:31.727Z,,
obs_000477,work,work_000029,metatube-bulk,JavBus:WANZ-400,title_ja,有名コスプレイヤー月に一度の危険日中出しオフ会 あいみ,ja,2026-09-05T03:30:31.727Z,,
obs_000478,work,work_000029,metatube-bulk,JavBus:WANZ-400,release_date,2015-09-27,,2026-09-05T03:30:31.727Z,,
obs_000479,work,work_000029,metatube-bulk,JavBus:WANZ-400,duration_min,120,,2026-09-05T03:30:31.727Z,,
obs_000480,work,work_000029,metatube-bulk,JavBus:WANZ-400,cover_url,https://www.javbus.com/pics/cover/4z1t_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000481,work,work_000029,metatube-bulk,JavBus:WANZ-400,thumb_url,https://www.javbus.com/pics/thumb/4z1t.jpg,,2026-09-05T03:30:31.727Z,,
obs_000482,work,work_000029,metatube-bulk,JavBus:WANZ-400,score,0,,2026-09-05T03:30:31.727Z,,
obs_000483,series,series_000013,metatube-bulk,,name,1日に200回イク女,ja,2026-09-05T03:30:31.727Z,,
obs_000484,series,series_000013,metatube-bulk,,name_ja,1日に200回イク女,ja,2026-09-05T03:30:31.727Z,,
obs_000485,work,work_000030,metatube-bulk,JavBus:WANZ-500,title,1日に200回イク女 大島美緒,,2026-09-05T03:30:31.727Z,,
obs_000486,work,work_000030,metatube-bulk,JavBus:WANZ-500,title_ja,1日に200回イク女 大島美緒,ja,2026-09-05T03:30:31.727Z,,
obs_000487,work,work_000030,metatube-bulk,JavBus:WANZ-500,release_date,2016-05-29,,2026-09-05T03:30:31.727Z,,
obs_000488,work,work_000030,metatube-bulk,JavBus:WANZ-500,duration_min,119,,2026-09-05T03:30:31.727Z,,
obs_000489,work,work_000030,metatube-bulk,JavBus:WANZ-500,cover_url,https://www.javbus.com/pics/cover/5hyf_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000490,work,work_000030,metatube-bulk,JavBus:WANZ-500,thumb_url,https://www.javbus.com/pics/thumb/5hyf.jpg,,2026-09-05T03:30:31.727Z,,
obs_000491,work,work_000030,metatube-bulk,JavBus:WANZ-500,score,0,,2026-09-05T03:30:31.727Z,,
obs_000492,genre,genre_000057,metatube-bulk,,name,近親相姦,ja,2026-09-05T03:30:31.727Z,,
obs_000493,genre,genre_000057,metatube-bulk,,name_ja,近親相姦,ja,2026-09-05T03:30:31.727Z,,
obs_000494,genre,genre_000058,metatube-bulk,,name,パンチラ,ja,2026-09-05T03:30:31.727Z,,
obs_000495,genre,genre_000058,metatube-bulk,,name_ja,パンチラ,ja,2026-09-05T03:30:31.727Z,,
obs_000496,genre,genre_000059,metatube-bulk,,name,局部アップ,ja,2026-09-05T03:30:31.727Z,,
obs_000497,genre,genre_000059,metatube-bulk,,name_ja,局部アップ,ja,2026-09-05T03:30:31.727Z,,
obs_000498,work,work_000031,metatube-bulk,JavBus:WANZ-700,title,ショーパンお姉ちゃんのマンチラ誘惑 関根奈美,,2026-09-05T03:30:31.727Z,,
obs_000499,work,work_000031,metatube-bulk,JavBus:WANZ-700,title_ja,ショーパンお姉ちゃんのマンチラ誘惑 関根奈美,ja,2026-09-05T03:30:31.727Z,,
obs_000500,work,work_000031,metatube-bulk,JavBus:WANZ-700,release_date,2017-12-09,,2026-09-05T03:30:31.727Z,,
obs_000501,work,work_000031,metatube-bulk,JavBus:WANZ-700,duration_min,120,,2026-09-05T03:30:31.727Z,,
obs_000502,work,work_000031,metatube-bulk,JavBus:WANZ-700,cover_url,https://www.javbus.com/pics/cover/6amx_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000503,work,work_000031,metatube-bulk,JavBus:WANZ-700,thumb_url,https://www.javbus.com/pics/thumb/6amx.jpg,,2026-09-05T03:30:31.727Z,,
obs_000504,work,work_000031,metatube-bulk,JavBus:WANZ-700,score,0,,2026-09-05T03:30:31.727Z,,
obs_000505,series,series_000014,metatube-bulk,,name,我慢できれば生中出しSEX！,ja,2026-09-05T03:30:31.727Z,,
obs_000506,series,series_000014,metatube-bulk,,name_ja,我慢できれば生中出しSEX！,ja,2026-09-05T03:30:31.727Z,,
obs_000507,genre,genre_000060,metatube-bulk,,name,ファン感謝・訪問,ja,2026-09-05T03:30:31.727Z,,
obs_000508,genre,genre_000060,metatube-bulk,,name_ja,ファン感謝・訪問,ja,2026-09-05T03:30:31.727Z,,
obs_000509,work,work_000032,metatube-bulk,JavBus:WANZ-900,title,凛音とうかの凄テクを我慢できれば生★中出しSEX！,,2026-09-05T03:30:31.727Z,,
obs_000510,work,work_000032,metatube-bulk,JavBus:WANZ-900,title_ja,凛音とうかの凄テクを我慢できれば生★中出しSEX！,ja,2026-09-05T03:30:31.727Z,,
obs_000511,work,work_000032,metatube-bulk,JavBus:WANZ-900,release_date,2019-10-26,,2026-09-05T03:30:31.727Z,,
obs_000512,work,work_000032,metatube-bulk,JavBus:WANZ-900,duration_min,170,,2026-09-05T03:30:31.727Z,,
obs_000513,work,work_000032,metatube-bulk,JavBus:WANZ-900,cover_url,https://www.javbus.com/pics/cover/7cer_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000514,work,work_000032,metatube-bulk,JavBus:WANZ-900,thumb_url,https://www.javbus.com/pics/thumb/7cer.jpg,,2026-09-05T03:30:31.727Z,,
obs_000515,work,work_000032,metatube-bulk,JavBus:WANZ-900,score,0,,2026-09-05T03:30:31.727Z,,
obs_000516,maker,maker_000006,metatube-bulk,,name,プレミアム,ja,2026-09-05T03:30:31.727Z,,
obs_000517,maker,maker_000006,metatube-bulk,,name_ja,プレミアム,ja,2026-09-05T03:30:31.727Z,,
obs_000518,label,label_000006,metatube-bulk,,name,エレガンス,ja,2026-09-05T03:30:31.727Z,,
obs_000519,label,label_000006,metatube-bulk,,name_ja,エレガンス,ja,2026-09-05T03:30:31.727Z,,
obs_000520,series,series_000015,metatube-bulk,,name,筆下ろし専門,ja,2026-09-05T03:30:31.727Z,,
obs_000521,series,series_000015,metatube-bulk,,name_ja,筆下ろし専門,ja,2026-09-05T03:30:31.727Z,,
obs_000522,genre,genre_000061,metatube-bulk,,name,童貞,ja,2026-09-05T03:30:31.727Z,,
obs_000523,genre,genre_000061,metatube-bulk,,name_ja,童貞,ja,2026-09-05T03:30:31.727Z,,
obs_000524,director,director_000018,metatube-bulk,,name,トレンディ山口,ja,2026-09-05T03:30:31.727Z,,
obs_000525,director,director_000018,metatube-bulk,,name_ja,トレンディ山口,ja,2026-09-05T03:30:31.727Z,,
obs_000526,work,work_000033,metatube-bulk,JavBus:PRED-100,title,筆下ろし専門 中出し小悪魔ソープ 神谷充希,,2026-09-05T03:30:31.727Z,,
obs_000527,work,work_000033,metatube-bulk,JavBus:PRED-100,title_ja,筆下ろし専門 中出し小悪魔ソープ 神谷充希,ja,2026-09-05T03:30:31.727Z,,
obs_000528,work,work_000033,metatube-bulk,JavBus:PRED-100,release_date,2018-09-07,,2026-09-05T03:30:31.727Z,,
obs_000529,work,work_000033,metatube-bulk,JavBus:PRED-100,duration_min,120,,2026-09-05T03:30:31.727Z,,
obs_000530,work,work_000033,metatube-bulk,JavBus:PRED-100,cover_url,https://www.javbus.com/pics/cover/6pr3_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000531,work,work_000033,metatube-bulk,JavBus:PRED-100,thumb_url,https://www.javbus.com/pics/thumb/6pr3.jpg,,2026-09-05T03:30:31.727Z,,
obs_000532,work,work_000033,metatube-bulk,JavBus:PRED-100,score,0,,2026-09-05T03:30:31.727Z,,
obs_000533,genre,genre_000062,metatube-bulk,,name,不倫,ja,2026-09-05T03:30:31.727Z,,
obs_000534,genre,genre_000062,metatube-bulk,,name_ja,不倫,ja,2026-09-05T03:30:31.727Z,,
obs_000535,director,director_000019,metatube-bulk,,name,サッポロ太郎,ja,2026-09-05T03:30:31.727Z,,
obs_000536,director,director_000019,metatube-bulk,,name_ja,サッポロ太郎,ja,2026-09-05T03:30:31.727Z,,
obs_000537,work,work_000034,metatube-bulk,JavBus:PRED-200,title,妻と倦怠期中の僕は逢花（義妹）に誘惑されて何度も、何度も、中出しをしてしまった…。 山岸逢花,,2026-09-05T03:30:31.727Z,,
obs_000538,work,work_000034,metatube-bulk,JavBus:PRED-200,title_ja,妻と倦怠期中の僕は逢花（義妹）に誘惑されて何度も、何度も、中出しをしてしまった…。 山岸逢花,ja,2026-09-05T03:30:31.727Z,,
obs_000539,work,work_000034,metatube-bulk,JavBus:PRED-200,release_date,2019-11-30,,2026-09-05T03:30:31.727Z,,
obs_000540,work,work_000034,metatube-bulk,JavBus:PRED-200,duration_min,120,,2026-09-05T03:30:31.727Z,,
obs_000541,work,work_000034,metatube-bulk,JavBus:PRED-200,cover_url,https://www.javbus.com/pics/cover/7frh_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000542,work,work_000034,metatube-bulk,JavBus:PRED-200,thumb_url,https://www.javbus.com/pics/thumb/7frh.jpg,,2026-09-05T03:30:31.727Z,,
obs_000543,work,work_000034,metatube-bulk,JavBus:PRED-200,score,0,,2026-09-05T03:30:31.727Z,,
obs_000544,work,work_000035,metatube-bulk,JavBus:PRED-300,title,息子の許嫁が娘になったから10年の念願を叶えて何度も中出しした。 星奈あい,,2026-09-05T03:30:31.727Z,,
obs_000545,work,work_000035,metatube-bulk,JavBus:PRED-300,title_ja,息子の許嫁が娘になったから10年の念願を叶えて何度も中出しした。 星奈あい,ja,2026-09-05T03:30:31.727Z,,
obs_000546,work,work_000035,metatube-bulk,JavBus:PRED-300,release_date,2021-04-02,,2026-09-05T03:30:31.727Z,,
obs_000547,work,work_000035,metatube-bulk,JavBus:PRED-300,duration_min,150,,2026-09-05T03:30:31.727Z,,
obs_000548,work,work_000035,metatube-bulk,JavBus:PRED-300,cover_url,https://www.javbus.com/pics/cover/85x7_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000549,work,work_000035,metatube-bulk,JavBus:PRED-300,thumb_url,https://www.javbus.com/pics/thumb/85x7.jpg,,2026-09-05T03:30:31.727Z,,
obs_000550,work,work_000035,metatube-bulk,JavBus:PRED-300,score,0,,2026-09-05T03:30:31.727Z,,
obs_000551,maker,maker_000007,metatube-bulk,,name,OPPAI,en,2026-09-05T03:30:31.727Z,,
obs_000552,label,label_000007,metatube-bulk,,name,OPPAI,en,2026-09-05T03:30:31.727Z,,
obs_000553,genre,genre_000063,metatube-bulk,,name,巨乳フェチ,ja,2026-09-05T03:30:31.727Z,,
obs_000554,genre,genre_000063,metatube-bulk,,name_ja,巨乳フェチ,ja,2026-09-05T03:30:31.727Z,,
obs_000555,work,work_000036,metatube-bulk,JavBus:PPPD-100,title,爆乳美女は騎乗位で男を犯す 佐山愛,,2026-09-05T03:30:31.727Z,,
obs_000556,work,work_000036,metatube-bulk,JavBus:PPPD-100,title_ja,爆乳美女は騎乗位で男を犯す 佐山愛,ja,2026-09-05T03:30:31.727Z,,
obs_000557,work,work_000036,metatube-bulk,JavBus:PPPD-100,release_date,2010-07-16,,2026-09-05T03:30:31.727Z,,
obs_000558,work,work_000036,metatube-bulk,JavBus:PPPD-100,duration_min,118,,2026-09-05T03:30:31.727Z,,
obs_000559,work,work_000036,metatube-bulk,JavBus:PPPD-100,cover_url,https://www.javbus.com/pics/cover/2qqb_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000560,work,work_000036,metatube-bulk,JavBus:PPPD-100,thumb_url,https://www.javbus.com/pics/thumb/2qqb.jpg,,2026-09-05T03:30:31.727Z,,
obs_000561,work,work_000036,metatube-bulk,JavBus:PPPD-100,score,0,,2026-09-05T03:30:31.727Z,,
obs_000562,series,series_000016,metatube-bulk,,name,絶倫フェラチオが～るふれんど。,ja,2026-09-05T03:30:31.727Z,,
obs_000563,series,series_000016,metatube-bulk,,name_ja,絶倫フェラチオが～るふれんど。,ja,2026-09-05T03:30:31.727Z,,
obs_000564,genre,genre_000064,metatube-bulk,,name,OL,en,2026-09-05T03:30:31.727Z,,
obs_000565,genre,genre_000065,metatube-bulk,,name,巨尻,ja,2026-09-05T03:30:31.727Z,,
obs_000566,genre,genre_000065,metatube-bulk,,name_ja,巨尻,ja,2026-09-05T03:30:31.727Z,,
obs_000567,work,work_000037,metatube-bulk,JavBus:IPZZ-100,title,引退作品 即勃たせてくれるアゲまん 呼べば即舐め絶倫フェラチオ が～るふれんど。-The FINAL LOVE BOMB- 加美杏奈,,2026-09-05T03:30:31.727Z,,
obs_000568,work,work_000037,metatube-bulk,JavBus:IPZZ-100,title_ja,引退作品 即勃たせてくれるアゲまん 呼べば即舐め絶倫フェラチオ が～るふれんど。-The FINAL LOVE BOMB- 加美杏奈,ja,2026-09-05T03:30:31.727Z,,
obs_000569,work,work_000037,metatube-bulk,JavBus:IPZZ-100,release_date,2023-09-08,,2026-09-05T03:30:31.727Z,,
obs_000570,work,work_000037,metatube-bulk,JavBus:IPZZ-100,duration_min,150,,2026-09-05T03:30:31.727Z,,
obs_000571,work,work_000037,metatube-bulk,JavBus:IPZZ-100,cover_url,https://www.javbus.com/pics/cover/9wu5_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000572,work,work_000037,metatube-bulk,JavBus:IPZZ-100,thumb_url,https://www.javbus.com/pics/thumb/9wu5.jpg,,2026-09-05T03:30:31.727Z,,
obs_000573,work,work_000037,metatube-bulk,JavBus:IPZZ-100,score,0,,2026-09-05T03:30:31.727Z,,
obs_000574,genre,genre_000066,metatube-bulk,,name,監禁,ja,2026-09-05T03:30:31.727Z,,
obs_000575,genre,genre_000066,metatube-bulk,,name_ja,監禁,ja,2026-09-05T03:30:31.727Z,,
obs_000576,work,work_000038,metatube-bulk,JavBus:IPZZ-300,title,隣人変態野郎に媚薬拉致監禁…美人姉妹ぶっ飛びキメセク肉穴便器化… さくらわかな 希島あいり,,2026-09-05T03:30:31.727Z,,
obs_000577,work,work_000038,metatube-bulk,JavBus:IPZZ-300,title_ja,隣人変態野郎に媚薬拉致監禁…美人姉妹ぶっ飛びキメセク肉穴便器化… さくらわかな 希島あいり,ja,2026-09-05T03:30:31.727Z,,
obs_000578,work,work_000038,metatube-bulk,JavBus:IPZZ-300,release_date,2024-06-07,,2026-09-05T03:30:31.727Z,,
obs_000579,work,work_000038,metatube-bulk,JavBus:IPZZ-300,duration_min,160,,2026-09-05T03:30:31.727Z,,
obs_000580,work,work_000038,metatube-bulk,JavBus:IPZZ-300,cover_url,https://www.javbus.com/pics/cover/ajpw_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000581,work,work_000038,metatube-bulk,JavBus:IPZZ-300,thumb_url,https://www.javbus.com/pics/thumb/ajpw.jpg,,2026-09-05T03:30:31.727Z,,
obs_000582,work,work_000038,metatube-bulk,JavBus:IPZZ-300,score,0,,2026-09-05T03:30:31.727Z,,
obs_000583,maker,maker_000008,metatube-bulk,,name,エスワンナンバーワンスタイル,ja,2026-09-05T03:30:31.727Z,,
obs_000584,maker,maker_000008,metatube-bulk,,name_ja,エスワンナンバーワンスタイル,ja,2026-09-05T03:30:31.727Z,,
obs_000585,label,label_000008,metatube-bulk,,name,S1NO.1STYLE,en,2026-09-05T03:30:31.727Z,,
obs_000586,series,series_000017,metatube-bulk,,name,専属NO.1STYLE,ja,2026-09-05T03:30:31.727Z,,
obs_000587,series,series_000017,metatube-bulk,,name_ja,専属NO.1STYLE,ja,2026-09-05T03:30:31.727Z,,
obs_000588,director,director_000020,metatube-bulk,,name,秋秀人,ja,2026-09-05T03:30:31.727Z,,
obs_000589,director,director_000020,metatube-bulk,,name_ja,秋秀人,ja,2026-09-05T03:30:31.727Z,,
obs_000590,work,work_000039,metatube-bulk,JavBus:SNIS-001,title,専属NO.1 STYLE 新山らん エスワンデビュー,,2026-09-05T03:30:31.727Z,,
obs_000591,work,work_000039,metatube-bulk,JavBus:SNIS-001,title_ja,専属NO.1 STYLE 新山らん エスワンデビュー,ja,2026-09-05T03:30:31.727Z,,
obs_000592,work,work_000039,metatube-bulk,JavBus:SNIS-001,release_date,2013-09-19,,2026-09-05T03:30:31.727Z,,
obs_000593,work,work_000039,metatube-bulk,JavBus:SNIS-001,duration_min,148,,2026-09-05T03:30:31.727Z,,
obs_000594,work,work_000039,metatube-bulk,JavBus:SNIS-001,cover_url,https://www.javbus.com/pics/cover/3x8y_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000595,work,work_000039,metatube-bulk,JavBus:SNIS-001,thumb_url,https://www.javbus.com/pics/thumb/3x8y.jpg,,2026-09-05T03:30:31.727Z,,
obs_000596,work,work_000039,metatube-bulk,JavBus:SNIS-001,score,0,,2026-09-05T03:30:31.727Z,,
obs_000597,series,series_000018,metatube-bulk,,name,交わる体液、濃密セックス,ja,2026-09-05T03:30:31.727Z,,
obs_000598,series,series_000018,metatube-bulk,,name_ja,交わる体液、濃密セックス,ja,2026-09-05T03:30:31.727Z,,
obs_000599,director,director_000021,metatube-bulk,,name,紋℃,ja,2026-09-05T03:30:31.727Z,,
obs_000600,director,director_000021,metatube-bulk,,name_ja,紋℃,ja,2026-09-05T03:30:31.727Z,,
obs_000601,work,work_000040,metatube-bulk,JavBus:SNIS-100,title,交わる体液、濃密セックス 新山らん,,2026-09-05T03:30:31.727Z,,
obs_000602,work,work_000040,metatube-bulk,JavBus:SNIS-100,title_ja,交わる体液、濃密セックス 新山らん,ja,2026-09-05T03:30:31.727Z,,
obs_000603,work,work_000040,metatube-bulk,JavBus:SNIS-100,release_date,2014-02-15,,2026-09-05T03:30:31.727Z,,
obs_000604,work,work_000040,metatube-bulk,JavBus:SNIS-100,duration_min,140,,2026-09-05T03:30:31.727Z,,
obs_000605,work,work_000040,metatube-bulk,JavBus:SNIS-100,cover_url,https://www.javbus.com/pics/cover/44i6_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000606,work,work_000040,metatube-bulk,JavBus:SNIS-100,thumb_url,https://www.javbus.com/pics/thumb/44i6.jpg,,2026-09-05T03:30:31.727Z,,
obs_000607,work,work_000040,metatube-bulk,JavBus:SNIS-100,score,0,,2026-09-05T03:30:31.727Z,,
obs_000608,maker,maker_000009,metatube-bulk,,name,プレステージ,ja,2026-09-05T03:30:31.727Z,,
obs_000609,maker,maker_000009,metatube-bulk,,name_ja,プレステージ,ja,2026-09-05T03:30:31.727Z,,
obs_000610,label,label_000009,metatube-bulk,,name,ABSOLUTELYPERFECT,en,2026-09-05T03:30:31.727Z,,
obs_000611,series,series_000019,metatube-bulk,,name,最新やみつきエステ,ja,2026-09-05T03:30:31.727Z,,
obs_000612,series,series_000019,metatube-bulk,,name_ja,最新やみつきエステ,ja,2026-09-05T03:30:31.727Z,,
obs_000613,genre,genre_000067,metatube-bulk,,name,エステ,ja,2026-09-05T03:30:31.727Z,,
obs_000614,genre,genre_000067,metatube-bulk,,name_ja,エステ,ja,2026-09-05T03:30:31.727Z,,
obs_000615,genre,genre_000068,metatube-bulk,,name,マッサージ,ja,2026-09-05T03:30:31.727Z,,
obs_000616,genre,genre_000068,metatube-bulk,,name_ja,マッサージ,ja,2026-09-05T03:30:31.727Z,,
obs_000617,work,work_000041,metatube-bulk,JavBus:ABP-001,title,水咲ローラがご奉仕しちゃう超最新やみつきエステ,,2026-09-05T03:30:31.727Z,,
obs_000618,work,work_000041,metatube-bulk,JavBus:ABP-001,title_ja,水咲ローラがご奉仕しちゃう超最新やみつきエステ,ja,2026-09-05T03:30:31.727Z,,
obs_000619,work,work_000041,metatube-bulk,JavBus:ABP-001,release_date,2013-06-28,,2026-09-05T03:30:31.727Z,,
obs_000620,work,work_000041,metatube-bulk,JavBus:ABP-001,duration_min,125,,2026-09-05T03:30:31.727Z,,
obs_000621,work,work_000041,metatube-bulk,JavBus:ABP-001,cover_url,https://www.javbus.com/pics/cover/2qh5_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000622,work,work_000041,metatube-bulk,JavBus:ABP-001,thumb_url,https://www.javbus.com/pics/thumb/2qh5.jpg,,2026-09-05T03:30:31.727Z,,
obs_000623,work,work_000041,metatube-bulk,JavBus:ABP-001,score,0,,2026-09-05T03:30:31.727Z,,
obs_000624,maker,maker_000010,metatube-bulk,,name,網走映像,ja,2026-09-05T03:30:31.727Z,,
obs_000625,maker,maker_000010,metatube-bulk,,name_ja,網走映像,ja,2026-09-05T03:30:31.727Z,,
obs_000626,label,label_000010,metatube-bulk,,name,網走映像,ja,2026-09-05T03:30:31.727Z,,
obs_000627,label,label_000010,metatube-bulk,,name_ja,網走映像,ja,2026-09-05T03:30:31.727Z,,
obs_000628,series,series_000020,metatube-bulk,,name,夜間公衆便所淫撮連続レイプ魔,ja,2026-09-05T03:30:31.727Z,,
obs_000629,series,series_000020,metatube-bulk,,name_ja,夜間公衆便所淫撮連続レイプ魔,ja,2026-09-05T03:30:31.727Z,,
obs_000630,genre,genre_000069,metatube-bulk,,name,その他フェチ,ja,2026-09-05T03:30:31.727Z,,
obs_000631,genre,genre_000069,metatube-bulk,,name_ja,その他フェチ,ja,2026-09-05T03:30:31.727Z,,
obs_000632,work,work_000042,metatube-bulk,JavBus:ABA-001,title,夜間公衆便所 淫撮 連続レイプ魔 1,,2026-09-05T03:30:31.727Z,,
obs_000633,work,work_000042,metatube-bulk,JavBus:ABA-001,title_ja,夜間公衆便所 淫撮 連続レイプ魔 1,ja,2026-09-05T03:30:31.727Z,,
obs_000634,work,work_000042,metatube-bulk,JavBus:ABA-001,release_date,2015-09-02,,2026-09-05T03:30:31.727Z,,
obs_000635,work,work_000042,metatube-bulk,JavBus:ABA-001,duration_min,119,,2026-09-05T03:30:31.727Z,,
obs_000636,work,work_000042,metatube-bulk,JavBus:ABA-001,cover_url,https://www.javbus.com/pics/cover/4yyo_b.jpg,,2026-09-05T03:30:31.727Z,,
obs_000637,work,work_000042,metatube-bulk,JavBus:ABA-001,thumb_url,https://www.javbus.com/pics/thumb/4yyo.jpg,,2026-09-05T03:30:31.727Z,,
obs_000638,work,work_000042,metatube-bulk,JavBus:ABA-001,score,0,,2026-09-05T03:30:31.727Z,,
obs_000639,maker,maker_000011,metatube-bulk,,name,HEYZO,en,2026-09-05T03:30:31.727Z,,
obs_000640,genre,genre_000070,metatube-bulk,,name,バック,ja,2026-09-05T03:30:31.727Z,,
obs_000641,genre,genre_000070,metatube-bulk,,name_ja,バック,ja,2026-09-05T03:30:31.727Z,,
obs_000642,genre,genre_000071,metatube-bulk,,name,口内射精,ja,2026-09-05T03:30:31.727Z,,
obs_000643,genre,genre_000071,metatube-bulk,,name_ja,口内射精,ja,2026-09-05T03:30:31.727Z,,
obs_000644,genre,genre_000072,metatube-bulk,,name,おもちゃ,ja,2026-09-05T03:30:31.727Z,,
obs_000645,genre,genre_000072,metatube-bulk,,name_ja,おもちゃ,ja,2026-09-05T03:30:31.727Z,,
obs_000646,genre,genre_000073,metatube-bulk,,name,フェラ抜き,ja,2026-09-05T03:30:31.727Z,,
obs_000647,genre,genre_000073,metatube-bulk,,name_ja,フェラ抜き,ja,2026-09-05T03:30:31.727Z,,
obs_000648,genre,genre_000074,metatube-bulk,,name,野外,ja,2026-09-05T03:30:31.727Z,,
obs_000649,genre,genre_000074,metatube-bulk,,name_ja,野外,ja,2026-09-05T03:30:31.727Z,,
obs_000650,genre,genre_000075,metatube-bulk,,name,ホテル,ja,2026-09-05T03:30:31.727Z,,
obs_000651,genre,genre_000075,metatube-bulk,,name_ja,ホテル,ja,2026-09-05T03:30:31.727Z,,
obs_000652,genre,genre_000076,metatube-bulk,,name,着エロ,ja,2026-09-05T03:30:31.727Z,,
obs_000653,genre,genre_000076,metatube-bulk,,name_ja,着エロ,ja,2026-09-05T03:30:31.727Z,,
obs_000654,genre,genre_000077,metatube-bulk,,name,露出,ja,2026-09-05T03:30:31.727Z,,
obs_000655,genre,genre_000077,metatube-bulk,,name_ja,露出,ja,2026-09-05T03:30:31.727Z,,
obs_000656,genre,genre_000078,metatube-bulk,,name,和服,ja,2026-09-05T03:30:31.727Z,,
obs_000657,genre,genre_000078,metatube-bulk,,name_ja,和服,ja,2026-09-05T03:30:31.727Z,,
obs_000658,genre,genre_000079,metatube-bulk,,name,浴衣,ja,2026-09-05T03:30:31.727Z,,
obs_000659,genre,genre_000079,metatube-bulk,,name_ja,浴衣,ja,2026-09-05T03:30:31.727Z,,
obs_000660,genre,genre_000080,metatube-bulk,,name,車,ja,2026-09-05T03:30:31.727Z,,
obs_000661,genre,genre_000080,metatube-bulk,,name_ja,車,ja,2026-09-05T03:30:31.727Z,,
obs_000662,genre,genre_000081,metatube-bulk,,name,花火大会,ja,2026-09-05T03:30:31.727Z,,
obs_000663,genre,genre_000081,metatube-bulk,,name_ja,花火大会,ja,2026-09-05T03:30:31.727Z,,
obs_000664,genre,genre_000082,metatube-bulk,,name,ローター,ja,2026-09-05T03:30:31.727Z,,
obs_000665,genre,genre_000082,metatube-bulk,,name_ja,ローター,ja,2026-09-05T03:30:31.727Z,,
obs_000666,work,work_000043,metatube-bulk,HEYZO:0001,title,浴衣deデート～夏のデートは刺激的に～,,2026-09-05T03:30:31.727Z,,
obs_000667,work,work_000043,metatube-bulk,HEYZO:0001,title_ja,浴衣deデート～夏のデートは刺激的に～,ja,2026-09-05T03:30:31.727Z,,
obs_000668,work,work_000043,metatube-bulk,HEYZO:0001,release_date,2012-08-31,,2026-09-05T03:30:31.727Z,,
obs_000669,work,work_000043,metatube-bulk,HEYZO:0001,duration_min,64,,2026-09-05T03:30:31.727Z,,
obs_000670,work,work_000043,metatube-bulk,HEYZO:0001,description,夏休みも終わってしまいましたが、皆さん良い思い出ができましたか？　できたあなたも、できなかったあなたも、星崎アンリちゃんの動画でスッキリしちゃってください！　今大人気のアンリちゃん、いやぁ、浴衣姿もカワイイっす！　花火大会の帰り道、人気のない公園に立ち寄ったアンリと彼。　浴衣姿で胸チラ、周りを気にしながらローターで感じちゃいます。　そんなアンリに辛抱たまらなくなった彼に、車に戻ってフェラ抜きしてあげちゃいます。　体に火がついてしまった二人、このままじゃ終われません！　ホテルに移動し、パコパコがんばっちゃいます！　最後は中出しで昇天！　イキ顔がまたカワイイ！！,,2026-09-05T03:30:31.727Z,,
obs_000671,work,work_000043,metatube-bulk,HEYZO:0001,cover_url,https://www.heyzo.com/contents/3000/0001/images/player_thumbnail.jpg,,2026-09-05T03:30:31.727Z,,
obs_000672,work,work_000043,metatube-bulk,HEYZO:0001,thumb_url,https://www.heyzo.com/contents/3000/0001/images/player_thumbnail.jpg,,2026-09-05T03:30:31.727Z,,
obs_000673,work,work_000043,metatube-bulk,HEYZO:0001,score,4,,2026-09-05T03:30:31.727Z,,
obs_000674,maker,maker_000012,metatube-bulk,,name,天然むすめ,ja,2026-09-05T03:30:31.727Z,,
obs_000675,maker,maker_000012,metatube-bulk,,name_ja,天然むすめ,ja,2026-09-05T03:30:31.727Z,,
obs_000676,genre,genre_000083,metatube-bulk,,name,パイパン,ja,2026-09-05T03:30:31.727Z,,
obs_000677,genre,genre_000083,metatube-bulk,,name_ja,パイパン,ja,2026-09-05T03:30:31.727Z,,
obs_000678,genre,genre_000084,metatube-bulk,,name,口内発射,ja,2026-09-05T03:30:31.727Z,,
obs_000679,genre,genre_000084,metatube-bulk,,name_ja,口内発射,ja,2026-09-05T03:30:31.727Z,,
obs_000680,genre,genre_000085,metatube-bulk,,name,ごっくん,ja,2026-09-05T03:30:31.727Z,,
obs_000681,genre,genre_000085,metatube-bulk,,name_ja,ごっくん,ja,2026-09-05T03:30:31.727Z,,
